itemId,name,price,ratingScore,review,location,brandName,sellerName,image,categories,itemSoldCntShow,discount,cat_1,cat_2,cat_3,category
3279167566,Hai Cau Hoan - Pham Thien Long Supports Health,180000,4.8,,Vietnam,No Brand,Tiệm Thuốc Tàu Quận 5,https://vn-live-01.slatic.net/p/2b861b25e55cd1cb5f2d4c3a41c4afc0.jpg,"[10100869, 4741, 6791, 2369]",0.0,0.0,10100869,4741,6791,thuc_pham
2494788544,Cốm JELERAZZ - Ăn ngon - Ngủ khỏe - Tăng đề kháng (hộp 30 gói),168000,5.0,1,Vietnam,No Brand,Tiệm thuốc An Nhiên,https://vn-live-01.slatic.net/p/b38cb06afe9005f131202f7103166988.jpg,"[10100869, 4741, 6791, 2375]",0.0,0.0,10100869,4741,6791,thuc_pham
3233611038,"Thien Quy Mushroom Package 12 Flavors of Chicken Stew, Cooked in Nourishing Soup 100g",48000,4.0,5,Vietnam,No Brand,YL Phở Love,https://sg-test-11.slatic.net/p/b8a7ad60ebb1f43ea77c564af847da8f.jpg,"[8799, 10003011, 10003060, 8869]",67.0,0.04,8799,10003011,10003060,thuc_pham
3212861298,"[Hộp 30 gói] Lợi sữa HI MOM HAPI Chính Hãng mát sữa, thông tắc sữa, thơm sữa",175000,4.8,,Vietnam,No Brand,Shop Mẹ Bé Chính Hãng,https://sg-test-11.slatic.net/p/d32d0aed9b430c05d5e474f2c9128177.jpg,"[10100869, 4741, 6791, 2368]",0.0,0.1,10100869,4741,6791,thuc_pham
2982224361,"[CHÍNH HÃNG] Penirum A -  hỗ trợ mạnh gân cốt , tăng cường sinh lực (Hộp 30 viên)",495000,1.0,1,Vietnam,No Brand,SIÊU THỊ SỐNG KHỎE SG,https://vn-live-01.slatic.net/p/dbb428ebfd03ad4aa48ffd81a7d8ae67.png,"[10100869, 4741, 6791, 2369]",0.0,0.0,10100869,4741,6791,thuc_pham
490338800,"Vitamin E - Viên Uống Vitamin E Đỏ Nga 400mg Giúp Bạn Chống Lão Hóa,Làm Mờ Vết Thâm,Nếp Nhăn",240000,4.9,37,Vietnam,No Brand,GIRL COSMETICS,https://vn-live-01.slatic.net/p/06828b6886e4cba9aba9aed88230c2eb.png,"[10100869, 4741, 6791, 2375]",163.0,0.31,10100869,4741,6791,thuc_pham
2277873889,"Hộp 20 gói Mix 4 vị Thanh Cua Tẩm Vị Ăn Liền , món ăn nổi tiếng, Đồ Ăn Vặt Thanh Cua Cay",61400,4.9,95,Vietnam,No Brand,Thực phẩm ngon family,https://vn-live-01.slatic.net/p/19457bd4cce4dc77c101b805de514541.jpg,"[8799, 10003011, 14451, 14763]",391.0,0.47,8799,10003011,14451,thuc_pham
3019568388,"Lợi Sữa TADAVINA H30 gói - Giúp lợi sữa, tăng tiết sữa và giảm nguy cơ tắc tuyến sữa mẹ sau sinh",295000,5.0,7,Vietnam,No Brand,Nhà thuốc Family - sức khỏe và sắc đẹp,https://vn-live-01.slatic.net/p/96829e88d809f8921f1b38b7e0ed0d0b.png,"[10100869, 4741, 6791, 2375]",23.0,0.01,10100869,4741,6791,thuc_pham
343072841,Mắm cà xỉu Cá Heo_ đặc sản Hà Tiên 700g,145000,4.9,448,Vietnam,No Brand,Shop Mẹ Cá Heo,https://filebroker-cdn.lazada.vn/kf/S7def30cdfdda465789e67314c1eda296G.jpg,"[8799, 10003011, 14451, 14763]",1900.0,0.03,8799,10003011,14451,thuc_pham
2999255350,Mầm Đậu Nành nguyên xơ Tinh Chế Cao Cấp Tăng Vòng 1 Mộc Lan  Đạt Chuẩn Quốc Tế ISO 22000:2018,86250,5.0,4,Vietnam,MộcLan HEALTHY FOODS,MộcLan HEALTHY FOODS,https://sg-test-11.slatic.net/p/e76ad70f71410d9f27c4793c1d983453.jpg,"[10100869, 4741, 6782, 2374]",20.0,0.25,10100869,4741,6782,thuc_pham
1961049586,"Instant Soup 6g – Seaweed Egg Soup, Sticky Rice Soup, Tomato Soup, Spinach |   Convenient – Delicious and Flavorful Seaweed Egg Soup Instant Soup",45000,4.9,165,Vietnam,No Brand,Nho vàng,https://vn-live-01.slatic.net/p/3add23bb9f04643a35ea9a62948df66e.jpg,"[8799, 10003011, 10003059, 10003285]",1300.0,0.0,8799,10003011,10003059,thuc_pham
295464900,[Tùy Chọn]1KG ĐẬU PHỘNG TỎI ỚT HIỆU SK FOOD,90000,4.9,180,Vietnam,No Brand,TPS NICE,https://filebroker-cdn.lazada.vn/kf/S9f16125160bd43cfa057f0c6e66773c67.jpg,"[8799, 10003011, 10003060, 8869]",651.0,0.1,8799,10003011,10003060,thuc_pham
3012818055,"Combo 5 gói nước dùng cô đặc mix vị SG Food (Lẩu Thái, Riêu Cua, Nấm, Thái Chay, Hải Sản)",95000,5.0,9,Vietnam,SG FOOD,CÔNG TY CỔ PHẦN SÀI GÒN FOOD,https://vn-live-01.slatic.net/p/c8bee2328729fc0c71f0a5bdd1fa87cc.jpg,"[8799, 10003011, 10003057, 10003274]",24.0,0.14,8799,10003011,10003057,thuc_pham
2409380196,"[500g Box] Super Grain Granola for Diet, Nutritious Weight Loss Cereal, Mix of 8 Types of Seeds -Nch",119000,4.7,1733,Vietnam,No Brand,Bách hóa vạn người mua,https://vn-live-01.slatic.net/p/ba52c90114a45b6545b85fb2ef2342cc.jpg,"[8799, 14363, 10100548, 10003357]",7400.0,0.21,8799,14363,10100548,thuc_pham
2944249244,Himayan Shilajit Gummies Support Male Sexual Function,139000,5.0,1,Vietnam,No Brand,Lala shop-Gian Hàng Chính Hãng,https://sg-test-11.slatic.net/p/75941dc7b5c337778fc3fce0816f5658.jpg,"[10100869, 4741, 6791, 2369]",0.0,0.0,10100869,4741,6791,thuc_pham
2360365809,"[ Gia vị ăn Liền ] Combo 2 hộp Gia vị trộn cơm, phở / Sốt trộn cơm phở ăn liền thơm ngon đậm vị món ngon khó cưỡng",25000,5.0,12,Vietnam,No Brand,Đồ Ăn Vặt Sỉ Lẻ,https://vn-live-01.slatic.net/p/c2177b30a31de09ce3004b4be37ac3dd.jpg,"[8799, 10003011, 10003057, 10003274]",53.0,0.5,8799,10003011,10003057,thuc_pham
2084722311,[FREESHIP MAX] Mắm Bò Hóc Cá Đồng Tự Nhiên Ăn Sống Hoặc Nấu Bún Nước Lèo - Dừa Sáp Cầu Kè Sỉ Lẻ-Trà Vinh Foods,70000,5.0,8,Vietnam,No Brand,Dừa Sáp Cầu Kè Sỉ Lẻ,https://filebroker-cdn.lazada.vn/kf/Sa1b7ca70d9144a828bfbf35bb10fbfa5g.jpg,"[8799, 10003011, 10003059, 10003278]",68.0,0.22,8799,10003011,10003059,thuc_pham
