itemId,name,price,ratingScore,review,location,brandName,sellerName,image,categories,itemSoldCntShow,discount,cat_1,cat_2,cat_3,category
1463381499,Hada Labo Advanced Nourish Cleanser 80g,75000,4.9,5254,Vietnam,Hada Labo,Hada Labo,https://vn-live-01.slatic.net/p/b32bbe43884d9737d325f31681ee1080.jpg,"[4405, 2277, 2289]",30600.0,0.18,4405,2277,2289,my_pham
3140194631,🔥100% hàng thật🔥La Roche-Posay Cicaplast Baume B5+ 100ml Kem phục hồi giúp phục hồi da sau Làm dịu tức thời Dưỡng ẩm,189140,4.9,37,Vietnam,No Brand,AuraBelle,https://vn-live-01.slatic.net/p/67ba4e5cd4ccb8417087975ec464e664.jpg,"[4405, 2277, 2283]",225.0,0.42,4405,2277,2283,my_pham
101088738,"Sữa chống nắng hằng ngày dưỡng trắng Sunplay Skin Aqua Clear White SPF 50+, PA++++ 55g",192000,5.0,3217,Vietnam,Sunplay,Rohto Mentholatum,https://vn-live-01.slatic.net/p/56aa1df9edc34014fdabe47298e8c1d0.jpg,"[4405, 2277, 2285]",16700.0,0.18,4405,2277,2285,my_pham
3307007655,[New]Flower Knows Bunny Garden Collection Embossed Blush Gentle Blush in Spring and Summer Tones Cosmetics New Products,475640,4.8,21,China,Flower Knows,FlowerKnows,https://vn-live-01.slatic.net/p/e72f8b48d7a9868c5482d487cb7e39f7.jpg,"[4405, 4611, 4612, 4630]",122.0,0.37,4405,4611,4612,my_pham
2676382156,[New Upgraded Version 2.0]Carslan 2.0 Long-Lasting Oil Control 24H 8g,339000,5.0,1679,China,CARSLAN,CARSLAN,https://vn-live-01.slatic.net/p/29aaaf519ddad5c134991c3e56b0dcbd.jpg,"[4405, 4611, 4612, 4627]",6100.0,0.43,4405,4611,4612,my_pham
1251401479,"[the Whoo Official] the Whoo Essential Lip Glow Balm 3.3Gr, a Colored Lip Balm Rich in Nutrients",919000,4.9,2223,Vietnam,THE WHOO,The Whoo,https://filebroker-cdn.lazada.vn/kf/Sa462d249a7b64b16b4d7f847c7f1b04d8.jpg,"[4405, 4611, 4637, 4640]",12300.0,0.0,4405,4611,4637,my_pham
2897972741,"Jessup Makeup Brush Set, 14 Makeup Brushes Foundation Eyeshadow Concealer Eyeshadow with Gift Box, Elegant Black T336-G",760000,4.9,212,Vietnam,Jessup,JessupBeauty,https://vn-live-01.slatic.net/p/14162a66c5fa4783b2f8885db3c07a71.jpg,"[4405, 4948, 4686, 4691]",843.0,0.2,4405,4948,4686,my_pham
2735938472,Phấn má hồng 2P Original Oh My Blush nhiều màu sắc 2in1 - Thái Lan,115000,4.8,,Vietnam,No Brand,Minrie Cosmetic - Mỹ phẩm Auth,https://sg-test-11.slatic.net/p/587840679f85b5cc2a559cd2e09060b7.jpg,"[4405, 4611, 4612, 4630]",0.0,0.26,4405,4611,4612,my_pham
2543015086,Lip Clay Matte Lip Glaze Whitening/Lipstick Lip Honey/Student Affordable/Gift/Lip Glaze Matte Silky Lipstick Mousse Mud Velvet Girl Lip Mud,2900,4.9,318,Vietnam,No Brand,6M6SPH.Selection,https://vn-live-01.slatic.net/p/2d482b9c5f8213813fe992bc4fd069b4.jpg,"[4405, 4611, 4637, 4640]",8500.0,0.38,4405,4611,4637,my_pham
2622058764,Kem nền - Kem Makeup thần thánh Thái lan,149000,4.8,,Vietnam,No Brand,Rubi_Cosmetic,https://vn-live-01.slatic.net/p/de0ea59bca1735472931fba394f51f81.jpg,"[4405, 4611, 4612, 7534]",7.0,0.25,4405,4611,4612,my_pham
13353608795,"Emergen-C Crystal Vitamin C Powder 500Mg (60 Packs) on the Go - Increases Resistance, Strawberry, Lemon Berry Flavor [New Model 2025, American Product]",990000,4.8,,Vietnam,EmergenC,WanKhang Shop,https://vn-live-01.slatic.net/p/c086c37ce96683b9a5727443e8b9a554.jpg,"[10100869, 4741, 6791, 2375]",0.0,0.18,10100869,4741,6791,my_pham
1114766999,Combo French Face Cream Chua a Cosmetic 20 Grams and Super Essence Serum Spot Esence 30ml Acosmetic - Phuong Anh Cosmetics,240000,5.0,195,Vietnam,ACOSMETICS,Thỏ Mặt Trời 1,https://filebroker-cdn.lazada.vn/kf/Sebee11a7bd084ca889fe62f58f0fcd57C.jpg,"[4405, 2277, 2283]",1300.0,0.27,4405,2277,2283,my_pham
13326116320,[Mini Pack] Maybelline Highlighting Foundation with Ultra-Light Coverage # 110,35000,4.8,,Vietnam,No Brand,Miin Cosmetics,https://vn-live-01.slatic.net/p/c10d802fc0123938a5259cdf0af39e72.jpg,"[4405, 4611, 4612, 7534]",0.0,0.46,4405,4611,4612,my_pham
13347267559,"Sun Protection Cushion with 2 in 1 Hexze Spf25 Pa+++ Powder, Naturally Enhances Skin Tone and Fixes Perfect Makeup.",179000,5.0,16,Vietnam,Hexze,HEXZE BEAUTY STORE,https://sg-test-11.slatic.net/p/4727cdac58290e24e4ca79207c278621.jpg,"[4405, 4611, 4612, 4627]",19.0,0.28,4405,4611,4612,my_pham
13332088502,"Valentine's Gift for Girlfriend Luxurious Cosmetic Set, Beautiful and Fresh Combo, Gift for Lover February 14Th",420000,4.8,,Vietnam,No Brand,Mỹ phẩm Nội địa Trung Vy Vy,https://vn-live-01.slatic.net/p/d873fafa8b355eba72aca4f84671ecd6.png,"[4405, 2277, 2288]",0.0,0.6,4405,2277,2288,my_pham
3171212852,M.Pros Fast Silver Shampoo for Soft and Smooth Hair Lamimi,40000,5.0,7,Vietnam,m.pros,Lamimi Cosmetics,https://vn-live-01.slatic.net/p/5c454db11968779248b7d65830c3be96.jpg,"[4405, 4956, 4879, 4947]",28.0,0.0,4405,4956,4879,my_pham
1980268894,"[Hàng Chính Hãng] Bộ mỹ phẩm trắng da, đặccctrị nám Gimi Luxury",2625000,4.8,,Vietnam,XGIMI,Koreashop68,https://vn-live-01.slatic.net/p/5c5f21459bfb4668c891e86923f9c49d.jpg,"[4405, 2277, 2283]",0.0,0.25,4405,2277,2283,my_pham
3114537927,"Bộ Sản Phẩm PAYOT My Payot Dưỡng Sáng Da, Mờ Thâm Sạm, Bảo Vệ Da",900000,5.0,1,Vietnam,Payot,Chachumi Pharma,https://vn-live-01.slatic.net/p/ca039afdce76aa3bbc87a44dce4e39a5.png,"[4405, 2277, 2283]",0.0,0.0,4405,2277,2283,my_pham
13339782870,Maybelline | Flaw Concealing Shade Adjusting Oil Control Moisturizing Smooth Finish Light Natural Liquid Foundation,87000,5.0,1,Hong Kong,Maybelline,Brand Super Deal,https://filebroker-cdn.lazada.vn/kf/S7786edf0d9f648a996edec3fc4475e497.jpg,"[4405, 4611, 4612, 7534]",91.0,0.82,4405,4611,4612,my_pham
2005522668,"Nyx Bare with Me Concealer 9.6ml - 12140 - Concealer for the Under-Eye Area and Face, Provides up to 24 Hours of Moisture with a Non-Flaking, Smooth, Natural, and Gentle Foundation That Feels Gentle on the Skin.",529900,4.8,,Vietnam,No Brand,AUTHENTIC TUẤN LÂM,https://vn-live-01.slatic.net/p/f754476c5d2539d27bdf6865796a394c.jpg,"[4405, 4611, 4612, 6983]",0.0,0.0,4405,4611,4612,my_pham
2749379940,(Mới cải tiến)Chấm xẹp mụn mờ thâm My Miu Beauty (chính hãng)- mụn viêm- mụn đỏ- mụn sưng- mụn mũ- mụn cứng,210000,4.8,,Vietnam,MY MIU BEAUTY,Jena_derma,https://filebroker-cdn.lazada.vn/kf/S5828e4d3e43241009c5d400bb0d4ede9a.jpg,"[4405, 2277, 2283]",6.0,0.25,4405,2277,2283,my_pham
2434038013,Vitamin B5 - Nguyên liệu mỹ phẩm,19000,5.0,1,Vietnam,No Brand,NguyênliệulàmMỹ phẩm,https://vn-live-01.slatic.net/p/e4de85604798238543d360f022bd87c3.jpg,"[4405, 2277, 2283]",0.0,0.0,4405,2277,2283,my_pham
2543836173,"Bảng Phấn Đa Năng Hình Khối Bạc Nhỏ – Phấn Má, Phấn Bắt Sáng, Phấn Mắt Highlighter Mềm Mịn, Kiểm Soát Dầu, Không Bay Phấn, Một Bảng Đa Công Dụng Cho Mọi Lúc",6900,4.6,154,Vietnam,No Brand,mjmuvm.Selection,https://vn-live-01.slatic.net/p/74b6cba414f2b1a2cdc1aaf52c0649a1.jpg,"[4405, 4611, 4654, 4656]",1400.0,0.38,4405,4611,4654,my_pham
3021183489,Kem Xanh Mụn Thái Lan Sét 5 Món [ Cam Kết  Hết Mụn ],130000,4.8,,Vietnam,No Brand,Do Buon My Pham Thai Nguyen,https://vn-live-01.slatic.net/p/d9ae562d4487c1eb51e2c5642a4e1bec.jpg,"[4405, 2277, 2283]",0.0,0.0,4405,2277,2283,my_pham
1869394830,[CHÍNH HÃNG] 2 Hộp Mặt nạ Trà Xanh Whisis Nature Origin Energy Green tea Sheet Mask Mặt nạ giấy dưỡng cấp ẩm làm trắng sáng da ngừa dành cho da mụn dầu nhạy cảm khô mỹ phẩm hàn quốc chính hãng,180000,5.0,5,Vietnam,Whisis,T9 Cosmetics,https://vn-live-01.slatic.net/p/0f1351dbfa29c60f701667ea21e01e08.jpg,"[4405, 2277, 2291]",9.0,0.5,4405,2277,2291,my_pham
2186909052,HERORANGE Lipstick Matte Waterproof Moisturizing Smooth Tattoo Liptint Makeup Long Lasting Make Up High Pigment Cosmetics 24 Hours Lip Gloss Non-stick Cup,55000,4.8,26,China,HERORANGE,Herorange Official Store,https://my-live-01.slatic.net/p/d8d7d3971087c841e6f93094138da019.jpg,"[4405, 4611, 4637, 4640]",0.0,0.5,4405,4611,4637,my_pham
2706488963,"[Dược Mỹ Phẩm Hàn Quốc] Tinh chất dưỡng ẩm  GSC serum căng bóng, da đàn hồi săn chắc, cấp nước 50ml",960000,4.8,,Vietnam,GSC +,Corgi Cosmetics,https://sg-test-11.slatic.net/p/e96c47038f8d14e537bdbe47d9b149c4.jpg,"[4405, 2277, 2283]",0.0,0.2,4405,2277,2283,my_pham
2215447919,"Kem Mụn, Hết Thâm Mờ Sẹo Se Khít Lỗ Chân Lông  THẢO MỘC - TRÀ XANH VIP 30g",229000,4.8,,Vietnam,No Brand,Mỹ Phẩm Minh Khôi 03,https://vn-live-01.slatic.net/p/110c7edf9eef7075dfc25567df299829.jpg,"[4405, 2277, 2283]",0.0,0.0,4405,2277,2283,my_pham
2923911510,"Nongchat waterproof eyelash mascara applicator eyebrow Cosmetics makeup brush brosupport makeup brush Thailand women professional 2 heads, cinderella napping eye ACARA beauty mask long lasting curved eye lashes make up skin care-Huy Khanh cosmetics",136000,5.0,18,Vietnam,No Brand,Huy Khánh Cosmetics,https://vn-live-01.slatic.net/p/86c83ab54bb5adef7b094b6325ab17dd.jpg,"[4405, 4611, 4654, 4657]",30.0,0.25,4405,4611,4654,my_pham
13345397307,"Teeya Acne Cream 20ml – Helps Dry Out Acne, Prevent Dark Spots after Acne, and Care for Acne-Prone Skin.",105000,4.8,,Vietnam,No Brand,TN Cosmetics Stor,https://vn-live-01.slatic.net/p/a1bcd47a5c7fea2ff428f966e21596e7.jpg,"[4405, 2277, 2283]",0.0,0.3,4405,2277,2283,my_pham
2367484508,kem chống nắng Violet Acosmetic,170000,4.8,,Vietnam,Mỹ phẩm Phương Anh,Trịnh An shop ,https://filebroker-cdn.lazada.vn/kf/S43d452b5abd54a23b1cf66554278ddb3h.jpg,"[4405, 2277, 2285]",0.0,0.0,4405,2277,2285,my_pham
3106287318,Viên bổ sung Vitamin D3 Nature Made Vỉamin D3 1000 IU của Mỹ hộp 180 viên,486000,4.8,,Vietnam,Nature Made,Mỹ phẩm cao cấp 247,https://filebroker-cdn.lazada.vn/kf/S3e6a59bbc7364977823883f3d76eb934X.jpg,"[10100869, 4741, 6791, 2375]",0.0,0.22,10100869,4741,6791,my_pham
2769930539,"[0982.691.552 Buy Fast] Palmy Cosmetic Set - Genuine Whitening, Melasma and Freckles Treatment",2950000,4.8,,Vietnam,No Brand,Sức khỏe và Sắc đẹp 86 0982691552,https://sg-test-11.slatic.net/p/4c911fa951b54c6e4374839faef0ff10.jpg,"[4405, 2277, 2288]",0.0,0.24,4405,2277,2288,my_pham
13357250156,"Paula's Choice 2% Bha 118ml |   Reduce Hidden Acne & Shrink Pores |   Deep Cleaning Technology, Oil Control",199000,4.8,,Vietnam,Mesoestetic,mesoestetic Beauty,https://sg-test-11.slatic.net/p/164d96f591f9d9266083d98ef950aee3.jpg,"[4405, 2277, 2283]",0.0,0.36,4405,2277,2283,my_pham
1860431855,"[Hàng Chính Hãng] Viên Uống Bổ Sung Vitamin B5 Bedipanten - Hạn chế rụng tóc, đau dây thần kinh - 100Mg Mdp 2 Vỉ X 10 Viên",50000,4.8,,Vietnam,No Brand,DỤNG CỤ Y TẾ- CHĂM SÓC SỨC KHOẺ DRVIET,https://sg-live-01.slatic.net/p/12eb00dd81bbb71a8d3340f4f2baaf53.png,"[10100869, 4741, 6791, 2375]",0.0,0.0,10100869,4741,6791,my_pham
2611768390,[CAM KẾT CHÍNH HÃNG] - Sữa Rửa Mặt Nghệ & Mật Ong Collagen X3 Chính Hãng Mỹ Phẩm Đông Anh,89000,5.0,1,Vietnam,No Brand,mỹ phẩm anh hoàng,https://filebroker-cdn.lazada.vn/kf/Sd973f03c97594a7cba96f921b74c6f0dB.jpg,"[4405, 2277, 2289]",0.0,0.0,4405,2277,2289,my_pham
1735681376,Bộ mỹ phẩm GIMI LUXURY Hàn Quốc -ẢNH THẬT BỘ ĐANG SỬ DỤNG,3490000,5.0,1,Vietnam,Gimify,Bs Tuyết,https://filebroker-cdn.lazada.vn/kf/S3923708d8ac74d7b92cdb2456f0e56110.jpg,"[4405, 2277, 2288]",0.0,0.0,4405,2277,2288,my_pham
251144196,[HCM]Kem nền MAX FACTOR FACEFINITY 3in1 Light invory 40 không trôi,500000,5.0,1,Vietnam,Max Factor,Shop Mỹ Phẩm Ngọc Nhung,https://vn-live-01.slatic.net/original/8fccbb728e3fae67e60afdf37555da75.jpg,"[4405, 4611, 4612, 4627]",5.0,0.09,4405,4611,4612,my_pham
2597885943,3pcs MENOW Eyebrow Pencil Eyeliner Professional Women Eye Makeup Pen Easy Color Natural Black Brown Cosmetic Beauty Eyebrow Tool,6300,5.0,9,China,No Brand,Perfect Sunfeel,https://my-live-01.slatic.net/p/d7eea5ffb25dc7ac313feb0c38b16d16.jpg,"[4405, 4611, 4654, 4660]",50.0,0.71,4405,4611,4654,my_pham
3320476106,Kem Nền MAYBELLINE - Fit Me Matte+Poreless Foundation SPF22 30ml,284000,5.0,0,Vietnam,Maybelline,shophasisi1199hoangsa,https://sg-test-11.slatic.net/p/aae7326f7bc763b6ea506cfe5d0fc036.jpg,"[4405, 4611, 4612, 7534]",0.0,0.4,4405,4611,4612,my_pham
1322907410,[Chính hãng] Bộ mỹ phẩm dưỡng trắng xóa nám tàn nhang Meiya 5 in 1 Nhật Bản,830000,4.8,,Vietnam,No Brand,Zoly-MP,https://vn-live-01.slatic.net/p/2517b27e9d584770786ea544f9d1ab2d.png,"[4405, 2277, 2288]",0.0,0.5,4405,2277,2288,my_pham
3052909079,"[Công Ty] Bộ Sản Phẩm MY PAYOT VITAMIN C - Dưỡng Sáng Da, Mờ Thâm Sạm, Bảo Vệ Da",738000,4.8,,Vietnam,Payot,Bean.Cosmetics,https://filebroker-cdn.lazada.vn/kf/S1ca698a00a7748469ad5c4c892e40225D.jpg,"[4405, 2277, 2288]",0.0,0.15,4405,2277,2288,my_pham
1894890004,"Bộ Mỹ Phẩm Gimi Luxury - Trắng da, Nám tàn nhang các Spa chuyên dùng",3350000,4.8,,Vietnam,No Brand,Sức khỏe và Sắc đẹp 86 0982691552,https://filebroker-cdn.lazada.vn/kf/Sf118f9f1916b47199900a2f5a7909902L.jpg,"[4405, 2277, 2288]",0.0,0.4,4405,2277,2288,my_pham
3118638041,"Bộ Sản Phẩm PAYOT My Payot Dưỡng Sáng Da, Mờ Thâm Sạm, Bảo Vệ Da",900000,4.8,,Vietnam,Payot,Dược Mỹ Phẩm SG,https://vn-live-01.slatic.net/p/4cf34bac591159100f28bb643a27cba5.png,"[4405, 2277, 2283]",0.0,0.0,4405,2277,2283,my_pham
